etat,marque,annee,boite_vitesse,adresse,prix,image-src
D'occasion,Nissan,2009,Automatique,VDN,3 500 000 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-543w/4652744c87978b84f444fb7dfe5f6098/-/horizon-files-prod/ed/picture/qngpr4de/714a822d6e31b49c26791750508ac0d9af8e7c7c.jpg
Venant,BMW,2017,Automatique,VDN,12 000 000 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-543w/1c8387e6f4d4159aecee365e8432b3ea/-/horizon-files-prod/ed/picture/q9mj4p8v/9dd261a68c287e174caf1e43acf41e4d8f898c9a.jpg
D'occasion,Nissan,2016,Automatique,Médina,5 999 999 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-543w/d84bb0d9256e7a3db52da1d81cb1a3d0/-/horizon-files-prod/ed/picture/qv4wn2pv/f2bd69cb40df9459529924ec9399f848c7b6cf94.jpg
Venant,Hyundai,2017,Automatique,Médina,10 000 000 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-543w/03c07a202f01e95b613d60f9f10737ba/-/horizon-files-prod/ed/picture/qenvg6q2/84fa2d8973db215de60077faf18b0a770a0492db.jpg
D'occasion,Peugeot,2013,Manuelle,Mbao,4 200 000 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-543w/60bb7f16a58776f62c2fd6acaf3b4e07/-/horizon-files-prod/ed/picture/qngpr49e/8995432260e8859b89fd0fe42d19343889aea430.jpg
Venant,Mercedes-Benz,2016,Automatique,Nord foire,17 000 000 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-543w/3a16fbd3ec46876cf46d0301209aabd0/-/horizon-files-prod/ed/picture/q44nx4jp/07aa9eaec3b233e6ff3a655a35c4121dff4cba9b.jpg
Venant,Hyundai,2017,Automatique,Sicap Liberté,9 500 000 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-543w/c78bbd9b05766d2c94b3285148f2868e/-/horizon-files-prod/ed/picture/q44nzp7p/6ebe38fc26ce8d8d78e3b7067680e96dfd2147fa.jpg
D'occasion,Hyundai,2014,Automatique,Sicap foire,5 500 000 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-543w/6ed744d8e1aa929b499b23fef9169bf3/-/horizon-files-prod/ed/picture/qm5g8zpr/f0cd691bb930aacb336e40e39872ee1bf5bdbc82.jpg
D'occasion,Ford,2016,Automatique,Guediawaye,5 000 000 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-543w/ce14eada28edfd6ac35aae40835f9404/-/horizon-files-prod/ed/picture/qxjp452j/678e344e254171ed4ae599cea7464f029761ea27.jpg
D'occasion,Toyota,2020,Manuelle,Mermoz,25 000 000 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-543w/bf7e5f700fd73623f39e608f09c5563f/-/horizon-files-prod/ed/picture/qrz8dgz5/c50ce970e4f740bbcb884f81b3577afe739c7e24.jpg
D'occasion,Range Rover,2012,Automatique,Almadies,6 500 000 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-543w/24cabc639b4cf1dbf4d2748754d8fe8c/-/horizon-files-prod/ed/picture/q44ne5kv/9db0aba34c6e7cc858afb9a54557b6af2699d1d2.jpg
Venant,Hyundai,2019,Automatique,Guediawaye,13 700 000 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-543w/bd829802548db6096bf725777d0509e0/-/horizon-files-prod/ed/picture/q78wnvgj/10d2148b2ac77fbfa0eb4bb064eb8c5c0c591fc7.jpg
Venant,Peugeot,2017,Automatique,Sacré-cœur,12 300 000 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-543w/7cc19061e42b4386d86dca6a57ea6305/-/horizon-files-prod/ed/picture/q2j0p45e/d46cf3bf9d11d59435e8e9ad8debfc947f2377b1.jpg
Venant,Peugeot,2018,Automatique,Sacré-cœur,13 900 000 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-543w/12a86dfc22cd35373a6bcc08c2403bb4/-/horizon-files-prod/ed/picture/q6xd0gm6/117d52e355a62519d646521b2f8d61233169f240.jpg
D'occasion,Peugeot,2010,Manuelle,Fenêtre mermoz,3 200 000 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-543w/53295ca1688fe0744f496e6e9aa7b25d/-/horizon-files-prod/ed/picture/qkr894z5/f212144709ff8ee75bb07dc7aec2bc7aff7c6156.jpg
D'occasion,Citroen,2014,Manuelle,Sacré-cœur,3 500 000 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-543w/ef202bd81272082af2657bb037e6abb2/-/horizon-files-prod/ed/picture/qenvg6jj/def2f79e4d77fde0443d561cceff647d3e834136.jpg
D'occasion,Ford,2014,Automatique,Sicap foire,2 700 000 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-543w/39f8e09c0ab0aa465e138bb1cd138bc6/-/horizon-files-prod/ed/picture/qv4wn20j/952cfe36e89e65dfbbb91ac3c0e6f5289de069ed.jpg
Venant,Hyundai,2017,Automatique,Ngor,5 400 000 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-543w/c30ef1b1f7ed3174dcc5204ba974ad77/-/horizon-files-prod/ed/picture/qde7x5q4/18c5f7c1539def7c56600ebd9929375b3b81b921.jpg
Venant,Ford,2014,Automatique,Cité Damel,3 000 000 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-543w/0739e634bc43f79d5bf36638f9aba78f/-/horizon-files-prod/ed/picture/qenvg645/e54fef4b9d7005243f8b0ba475f167d2c855794b.jpg
D'occasion,Mazda,2015,Automatique,Colobane,5 800 000 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-543w/3183e310846af88820cd1a06cbd65f87/-/horizon-files-prod/ed/picture/qq42pp8n/7e50cf4671bee3a3beb02692fae1561de5dc972a.jpg
D'occasion,Ford,2015,Automatique,Mbour,15 500 000 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-543w/bf1140bdd15876628c0f76b37babe887/-/horizon-files-prod/ed/picture/qkr8997w/4efdb723e8bc15d432b34baaf2e780bff9354be8.jpg
Venant,Lincoln,2016,Automatique,Sicap foire,9 700 000 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-543w/9df189ee5f84260d53ec9c52fe365076/-/horizon-files-prod/ed/picture/q78jvvq5/fd52394ffc8229de1582f2c57dac8e780a52220a.jpg
D'occasion,Mitsubishi,2019,Automatique,VDN,12 999 999 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-543w/538817209054b71b89a2387a9d9599f3/-/horizon-files-prod/ed/picture/qv4wnjk8/38730bd657f88a52634c54e177cd7b2360a4fa20.jpg
Neuf,Mazda,2016,Automatique,VDN,9 700 000 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-543w/90c383c927df5f42a16ad87594aca54b/-/horizon-files-prod/ed/picture/q9mj4rm7/6e91d438f189bc16ad821e0f217c40c67e9305ce.jpg
D'occasion,Mercedes-Benz,2009,Automatique,Grand-Dakar,10 000 000 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-543w/ca343c9e6375287394dc76c15e62b8be/-/horizon-files-prod/ed/picture/qde75478/798b998b4068ffb8c5922a7dfb1de5b70b76b8cd.jpg
D'occasion,Jeep,2017,Automatique,Liberte 6,0,https://i.roamcdn.net/hz/ed/listing-thumb-543w/019c47c00849e86a9529e9b282c11222/-/horizon-files-prod/ed/picture/qpdmx6xj/97798c91df2cc45423a5cf0ca584392a7d1e35c3.jpg
Venant,Ford,2016,Automatique,Ouest foire,8 300 000 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-543w/2ca64a519c4bf48ec253e8eb2d991f58/-/horizon-files-prod/ed/picture/q8v4j7rp/d1936638831c70418f723317e8d0ac93665f508c.jpg
Venant,Hyundai,2016,Automatique,Ngor,5 200 000 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-543w/1922ddef8f3cb72a61e0d89665c1a9a5/-/horizon-files-prod/ed/picture/qwermmvd/f40aee5a1cb183a5f0a80fa9652edf940daf81a3.jpg
Venant,Hyundai,2017,Automatique,Parcelles Assainies,9 000 000 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-543w/808eea25c64872f8b8343c4f9c999c21/-/horizon-files-prod/ed/picture/q78wk4vg/0e807bd4a80e8699e89e9dbbb203eacba599d021.jpg
D'occasion,Jeep,2015,Automatique,Rufisque,9 000 000 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-543w/136bc349f166dc8a1a1ee0290d7ec7e1/-/horizon-files-prod/ed/picture/qpdgppkj/ed42c18a399ad1c789ed8eab3bae3ac844b4b88d.jpg
D'occasion,Hyundai,2008,Manuelle,Cité Damel,2 500 000 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-543w/4f156688a8b79cf6bc9b8653f4f47441/-/horizon-files-prod/ed/picture/qv4dmm5v/9d5c6228d5e92181c0a09803367a7962bb3ee326.jpg
D'occasion,BMW,2014,Automatique,Sicap foire,15 000 000 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-543w/03c4e188b3b697c23596b2624386422f/-/horizon-files-prod/ed/picture/qm50mmzg/317ca43dc6543dd24d01f71213ea39d29be8434d.jpg
Venant,Kia,2016,Automatique,Thiès,6 900 000 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-543w/fcadc03da00e8f8754c3d9ad216d0329/-/horizon-files-prod/ed/picture/qenrdn9z/da824b7f50c29b4e31f0c429e2e8f65f75b923ed.jpg
Venant,Volkswagen,2018,Automatique,VDN,17 500 000 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-543w/96971921521ad990548f00f399eb9dac/-/horizon-files-prod/ed/picture/qj46m42v/ada42971d5eb23edf3f89bbcc637203bfaa630e3.jpg
D'occasion,Renault,2017,Manuelle,Grand-Yoff,10 000 000 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-543w/6ba82255d5f1476c7fef87451b15c511/-/horizon-files-prod/ed/picture/qj4q8j86/1e691bdcbbcf47de49d72a92fa8214ffcad396e9.jpg
D'occasion,Mitsubishi,2014,Automatique,Fass,5 800 000 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-543w/e7d16c88d6cd8a9e9088bbd417146c6c/-/horizon-files-prod/ed/picture/qgqm5qjn/c85a6e9a4dc0b856071714c965178cfcaeab3dd8.jpg
Venant,BMW,2013,Automatique,Ouest foire,7 300 000 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-543w/32d308f8ccf7466571afef7b2c51606a/-/horizon-files-prod/ed/picture/qq4zq4kk/73c124f21a503edee7dff6e6978745c34ab28dd3.jpg
Venant,Ford,2018,Automatique,Dieuppeul,8 450 000 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-543w/08dc2dc7fcfd31303e06254754546071/-/horizon-files-prod/ed/picture/qpdgppxj/a264659f5eed421f35e2df1906e208794847fded.jpg
Venant,Chevrolet,2017,Automatique,Thiès,7 900 000 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-543w/2a61b47f2bb18d0fa5d2af4afecd84ab/-/horizon-files-prod/ed/picture/qng95g4k/c6281f5e0a22fc6c4a264467f49c0b795c905147.jpg
D'occasion,Ford,2012,Automatique,Guediawaye,2 900 000 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-543w/d4792bb5f7e1e129d31ba74fc3de7851/-/horizon-files-prod/ed/picture/qzv82v7r/971e06b2e530d0b9d362a002b991013aa78529d2.jpg
Venant,Ford,2020,Automatique,Grand-Dakar,16 000 000 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-543w/56c3b58eabf3a4b5515236279c8b61c4/-/horizon-files-prod/ed/picture/qj46m4n4/6e7254ce899ed2ff8e23f64a9d5eb23dcc23fea3.jpg
Venant,Ford,2015,Automatique,Hann maristes,7 900 000 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-543w/01a7a800e278c21e8f952f26dd2b6a67/-/horizon-files-prod/ed/picture/q9mj4dd7/a613c409d9a82511cecc52421a3529fcfc145fe8.jpg
Venant,Citroen,2016,Automatique,Mamelles,6 000 000 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-543w/f97a03866e88d7010db147d291856659/-/horizon-files-prod/ed/picture/q445jd8r/fe2567f95fd29c4e73027adf1482f42598af0dd5.jpg
D'occasion,Mercedes-Benz,2016,Automatique,VDN,14 000 000 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-543w/2ffd2f1638611f22dd9d1236b040781c/-/horizon-files-prod/ed/picture/qwermzw6/0a8d5f841ec1c95f397e1d756fa6eaadf11b049f.jpg
D'occasion,Mazda,2016,Automatique,Colobane,7 500 000 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-543w/f46cd45d1e430e4baf8042d394d05fa4/-/horizon-files-prod/ed/picture/qm5g88dj/1955836447494121e0bb66371266bd28de380d00.jpg
Venant,Hyundai,2020,Automatique,Diourbel,9 000 000 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-543w/9b3f889702922a143d9df5133cdb007f/-/horizon-files-prod/ed/picture/qq4zqdkw/cd42042decf53a8224cb227901954dc7ff388e8e.jpg
Venant,Hyundai,2013,Automatique,Liberte 6,4 000 000 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-543w/26539fdfe48865384102ffd165be5838/-/horizon-files-prod/ed/picture/qde9rkk4/51cbe8e6adb2795286738333345256d98b943044.jpg
Neuf,Mitsubishi,2022,Automatique,Plateau,30 000 000 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-543w/239b19f4655fd5ddcc9df0e131e1c839/-/horizon-files-prod/ed/picture/qxj8d2gm/2ae57cc0371dd112bf47a30b75bf4bb7d37718f9.jpg
D'occasion,Mazda,2018,Automatique,Liberte 6,8 000 000 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-543w/b0d1798b16204570552c3b3491e1b17b/-/horizon-files-prod/ed/picture/qenrdqw5/18be0294577e23a4dae42c6a58dc0add1e881040.jpg
D'occasion,Ford,2014,Automatique,Liberte 6,4 700 000 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-543w/a153bd992629a09f8e73cfd1c0adf17e/-/horizon-files-prod/ed/picture/q445j8p2/4862a0d4f4bb0a6bbabc5c9c2d2ee3f7635013dd.jpg
D'occasion,Mazda,2016,Automatique,Liberte 6,7 500 000 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-543w/d21ac985c5924f00c88a33ad5e953f2e/-/horizon-files-prod/ed/picture/qkr7mg0j/2fb3255fcecb9fbe06e3d274a549c7cbbec7f60d.jpg
D'occasion,Mitsubishi,2015,Automatique,Liberte 6,8 500 000 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-543w/86ea5dd719b10c5fd6c312105fb9b2e5/-/horizon-files-prod/ed/picture/qde9rk4r/f0613b5bc4b10ab7661a97611cd0ed192c81c149.jpg
D'occasion,Kia,2021,Manuelle,VDN,10 000 000 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-543w/1f92b928e746755a4b07be3aba9898df/-/horizon-files-prod/ed/picture/qrzr2v48/76d6779ecb77b3ab26ca2aa604910923cc839efd.jpg
Venant,Mercedes-Benz,2017,Automatique,Thiès,18 000 000 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-543w/b8de91bab0ebd100785553084fec7308/-/horizon-files-prod/ed/picture/qxj8d6jq/fddbbc046fd74bddf4326f7d971c7572c00cbadc.jpg
D'occasion,Renault,2013,Manuelle,Amitié,3 250 000 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-543w/3c04d9c50b7b5720eb2bf3f67eda8af6/-/horizon-files-prod/ed/picture/qxjp0062/c90d3775c0ddf61e6dc20d522dd249cab60f4320.jpg
Venant,Hyundai,2016,Automatique,Sud foire,10 000 000 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-543w/160a2766df6574e12fad70f9f354d14f/-/horizon-files-prod/ed/picture/qgqw6z9m/fb1917df0112698c25d78575fa0e150587f0e3ce.jpg
D'occasion,Ford,2010,Automatique,Amitié,2 200 000 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-543w/705b99ba84b03e75c528c720e03962d3/-/horizon-files-prod/ed/picture/qng95xmz/3e218e3b7788cb1abaffb2438729d02445489444.jpg
D'occasion,Ford,2017,Automatique,Plateau,5 250 000 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-543w/0fe6e01b1df3c8f7ba0d8ea2adb9fc3a/-/horizon-files-prod/ed/picture/q0g7qvxx/4b6dc3814ae69e8e269eeaeb9a23d5327529637c.jpg
D'occasion,Land Rover,2016,0,Hann maristes,21 000 000 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-543w/8991d3ada6f19ff29f44cdda05ee4344/-/horizon-files-prod/ed/picture/qxj8dpdw/c2000042792407b2ff6e714c1badb7c865134d28.jpg
D'occasion,Ford,2012,Automatique,Mermoz,2 800 000 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-543w/0503ad80d15e4d72693a157ad94d012e/-/horizon-files-prod/ed/picture/q78jvw8e/64606b2ef5faa034eb9376939a10433896a3c623.jpg
Venant,Hyundai,2017,Automatique,Liberte 6,6 200 000 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-543w/ddbfdd4d08770a87ba9fddba70ec4fb6/-/horizon-files-prod/ed/picture/qzv82prn/ab1e6ae442e0e021048a278ae267ee434b1dfb17.jpg
D'occasion,Jeep,2015,Automatique,Cité Damel,7 700 000 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-543w/f9ac5de669ff799ff3610b5245d98da2/-/horizon-files-prod/ed/picture/qxjp4ejv/bf365cc24fe63132248a4a08a6fe1b337dd52be2.jpg
Venant,Hyundai,2018,Automatique,Cité Damel,7 400 000 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-543w/1f5b12788d42a25df6f3ebe1641a9f70/-/horizon-files-prod/ed/picture/qkr895pz/7d6c614f735044980d6a9d5437c385324deed266.jpg
Venant,Hyundai,2017,Automatique,Sicap foire,11 000 000 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-543w/2fcaef6cd3685887d7a62d9c0507de78/-/horizon-files-prod/ed/picture/q9mj4px7/e6ca63542904731b3712cfc3029c21cc50805eae.jpg
D'occasion,Ford,2013,Automatique,Cité Damel,4 100 000 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-543w/13323aeb5bf51d28bf56f2b87233be95/-/horizon-files-prod/ed/picture/q78jvwjg/fcf00c51afb8e3591b2d0dc8dcc4acf5b76ccc6c.jpg
D'occasion,Citroen,2010,Manuelle,Almadies,2 700 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-543w/563e2d05a75723b7c2cb160a46ec2807/-/horizon-files-prod/ed/picture/q0gkpk8j/27b2d3999c0f2aecc6fc96021646f43b1faa0919.jpg
Venant,Kia,2017,Automatique,VDN,9 700 000 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-543w/5116090d342cf97c8142a68f33bd491b/-/horizon-files-prod/ed/picture/qm5g8276/9e4ced0e0a88d9e4d2cce1ae1b82eba1ed22614e.jpg
Venant,Hyundai,2017,Automatique,VDN,10 300 000 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-543w/b599aa54a4f2a0061098533a72f21ded/-/horizon-files-prod/ed/picture/qgqw2x64/8ca44750f48dd4424ef04157b61945d7e561c90a.jpg
Venant,Ford,2019,Automatique,Point-e,28 000 000 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-543w/234876a3a430ce5e5fd1f4317c783c8a/-/horizon-files-prod/ed/picture/qxjp5exz/e3e304739b5771a7e4eda7cbf5197caa1074213d.jpg
Venant,Mercedes-Benz,2018,Automatique,Liberte 6,17 500 000 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-543w/a45b70e60bfe28f69baa30f5cb34c749/-/horizon-files-prod/ed/picture/q8v4qp2j/522d2a245f264f39fc32541c17f5d58c81bc5e71.jpg
Venant,Toyota,2021,Automatique,VDN,23 000 000 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-543w/1abd4618e66bff369d204829973c9f71/-/horizon-files-prod/ed/picture/qng9596r/a495d9e2d3701bec18ef8a0a537562916c292d92.jpg
Venant,Kia,2017,Automatique,VDN,9 700 000 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-543w/8308f5d04cbb527d42852c0f5af5f896/-/horizon-files-prod/ed/picture/q445j5k8/fbb8e7ee791bce93c4baa190d9d9e6aeeca38e55.jpg
Neuf,Hyundai,2017,Automatique,VDN,10 700 000 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-543w/9574fdb4b7474231bd325d4d364c7528/-/horizon-files-prod/ed/picture/q2jkzk6d/c56c6d9f0cfbab073fd0c57d489c473b43f575ef.jpg
D'occasion,Ford,2014,Automatique,Hann maristes,3 000 000 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-543w/996c19128509d78284d685a65e803850/-/horizon-files-prod/ed/picture/q56pw48e/91223712b23225f9ac7bb920a8991d9de6ddb1f8.jpg
Venant,Hyundai,2017,Automatique,VDN,10 300 000 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-543w/0cdc676b2c5b27b412e225be4ebdf61a/-/horizon-files-prod/ed/picture/q0gkpnpd/06db3701ab16a143ef2e37d48dd3eee92f4e7997.jpg
Venant,Renault,2017,Automatique,Fenêtre mermoz,7 700 000 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-543w/191697b09611a9531384e11b6342a3f7/-/horizon-files-prod/ed/picture/q0g7mknd/6cb6b4146ca26782b11a808aa5e2e8827dc24cf3.jpg
D'occasion,Mitsubishi,2016,Automatique,Ouest foire,6 500 000 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-543w/63bb4707345ac602898414765acbf8bb/-/horizon-files-prod/ed/picture/qq4zq2xe/dd3970a161dc8035b39c95a6ac7389d748d08dbf.jpg
Venant,Range Rover,2017,Automatique,Point-e,54 000 000 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-543w/9268fdd62834f7e31a305a98746da969/-/horizon-files-prod/ed/picture/qkr8476z/a815b13d48a7a0c110fc71f9e8a404a7a64b94d9.jpg
Venant,Hyundai,2024,Automatique,Almadies,21 000 000 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-543w/a751528ec3acbbb248e22db84ab82dfa/-/horizon-files-prod/ed/picture/qngp4jnm/2b78d3658663da0043573793742bd2878c481fb3.jpg
Venant,BMW,2015,0,Amitié,15 000 000 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-543w/03c18aabc442cb70474a8debf80da977/-/horizon-files-prod/ed/picture/q2jkz7nq/96298f0a388bc1d6247ee9b26a406a24476ba519.jpg
D'occasion,Kia,2013,Automatique,Liberte 5,3 500 000 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-543w/4a334c4f205db1336ba76860283f2834/-/horizon-files-prod/ed/picture/q0gkpn7m/79755fe76c81862975824eecfd9396a43822fd1f.jpg
D'occasion,BMW,2015,Automatique,Fann,10 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-543w/2218fcd03f10c76fddb4e398de6b3ff3/-/horizon-files-prod/ed/picture/qq4zq94k/4676c36f98c036cd6416d8881f93ef7cbcff7f47.jpg
D'occasion,Mitsubishi,2024,Manuelle,Fass,15 500 000 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-543w/b3e50a2b9249db4830e931cb56e96408/-/horizon-files-prod/ed/picture/qwermnzg/aa0514346a45b91f063f9354acfb96aa4c3b7fc6.jpg
D'occasion,Hyundai,2014,Automatique,Fass,6 700 000 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-543w/f133d8e413bbb7f4e2f7a589848fd70f/-/horizon-files-prod/ed/picture/qgqm54gk/dfb7875600bca8554ef7651f357bc48f806d5461.jpg
D'occasion,Mercedes-Benz,2013,Tiptronic,Aere Lao,12 000 000 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-543w/a2ee11ec71387f770e7192d254a152b7/-/horizon-files-prod/ed/picture/q445jrdp/ffd4a93de420369a085d32136f4301a661517670.jpg
D'occasion,Kia,2018,Manuelle,Hann maristes,6 800 000 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-543w/ed564fe3ba8ee11f67be269c682a7bb2/-/horizon-files-prod/ed/picture/qde9rdk8/88ff11f3c455ae5fbba227cfa3e7cca83b913503.jpg
D'occasion,Volkswagen,2017,Automatique,Keur Massar,3 800 000 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-543w/d39fe325130992a20d26005424e6c4b0/-/horizon-files-prod/ed/picture/q8v4qqr7/9887cd63ded96a43262195bd05dc936533dbb41c.jpg
Venant,Hyundai,2020,Automatique,Parcelles Assainies,6 700 000 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-543w/242075afb79e7c502b6e2aefe5d013f7/-/horizon-files-prod/ed/picture/q8vm0k4j/ae9a205452131d0db3c2a811c206731d8ee05960.jpg
D'occasion,Fiat,2016,Manuelle,Thiès,1 500 000 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-543w/c2269ce4a1b3fa3b97e1f977f1bf21f7/-/horizon-files-prod/ed/picture/qng950p9/4cf1d5f2df388758bb1258a2e0d36de8816584ca.jpg
Venant,Chevrolet,2016,Automatique,Pikine,6 700 000 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-543w/717d2a8bdccdd0c7948b355baf4998d8/-/horizon-files-prod/ed/picture/qq42m79w/8d3a078412b29e961e8e22406f719fe8c5c9b027.jpg
D'occasion,Citroen,2014,Manuelle,Mermoz,3 000 000 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-543w/2de11b55048a35fe42abb099bef7a813/-eyJvciI6OTB9/horizon-files-prod/ed/picture/q56pwrzg/845fbbe689a0d593e2535333939e6eba457304dd.jpg
D'occasion,Ford,2013,Automatique,Sicap Sacré-cœur,3 500 000 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-543w/45efd7659ff6eeb3a28804ed7f63879b/-eyJvciI6OTB9/horizon-files-prod/ed/picture/q445jrre/f8e36d3fcac3d3301028932f52b2e2f4c56d3716.jpg
Venant,Kia,2018,Automatique,Sacré-cœur,10 000 000 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-543w/26630ac9a6309d2fe67947eabaa0b73d/-eyJvciI6OTB9/horizon-files-prod/ed/picture/q8vm0kkj/aa623e58a66471643c58fd624b3efea04159224b.jpg
D'occasion,Mercedes-Benz,2019,Automatique,Sacré-cœur,16 500 000 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-543w/2d6b09e71c269ff11c1d0fa490674237/-/horizon-files-prod/ed/picture/q9mj40p0/c322bb068fde12eb53e4d4c07c550c3ac128cb3a.jpg
Neuf,Suzuki,2024,Automatique,Fass,18 000 000 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-543w/bafb02dc3c058f2d692b7f0e9db37d50/-/horizon-files-prod/ed/picture/qng950qm/0bad25e1e22b89a766f8e4e8b58350a7a891acc7.jpg
Venant,Ford,2016,Automatique,Almadies,5 900 000 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-543w/7c18d83f8bf6878ce3b9f46519d255f2/-/horizon-files-prod/ed/picture/qrz8ppqq/2cae0cb57caa2092304ba1c34da3b870d96fa8a8.jpg
Venant,Hyundai,2022,Automatique,Bel air,17 000 000 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-543w/7ac1d5fb17bc4f878335893f04771685/-/horizon-files-prod/ed/picture/qv4w755g/2b124ccf4fae3fd6e3db1f2fc5bfabc1b2c51c14.jpg
