détail,état_tv,adresse,prix,image_lien
,Neuf,"Plateau,
                                                                                Dakar",25 000 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-224w/adee6667fda543f11d64a1981d488a55/-/horizon-files-prod/ed/picture/migrated/qp0jmpm/4e3fc5d19a269e364dc84ded6126cf3f061b1270.jpg
,Neuf,"Rufisque,
                                                                                Dakar",100 000 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-224w/a354a730fb0b409694ede8e324ee705f/-/horizon-files-prod/ed/picture/qngpk0j9/58e3cb51f2ff0a228ce5f734694149d585a89db5.jpg
,Neuf,"Médina,
                                                                                Dakar",35 000 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-224w/6789dd5eef653aabb2f1d5f575a7ce38/-/horizon-files-prod/ed/picture/q9mj2m2p/116560e75379dbe5ab9442a3c9b1d290b6375bbc.jpg
,Neuf,"Sicap Liberté,
                                                                                Dakar",20 000 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-224w/f5d3fa550a70b84fda59e9277ebe4cd9/-/horizon-files-prod/ed/picture/q2j0dxg2/e56488d0804e6af12217ba50c02d56f74254f309.jpg
,Neuf,"Grand-Dakar,
                                                                                Dakar",35 000 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-224w/32a7636c4ab3771a97bb62265988d667/-/horizon-files-prod/ed/picture/qdek8664/b51447a26b10d45001fafb166d2c51d91ab15e7b.png
,Neuf,"Hann maristes,
                                                                                Dakar",,https://i.roamcdn.net/hz/ed/listing-thumb-224w/a974e86fc72821aba162ef553c6dba89/-/horizon-files-prod/ed/picture/q785gr0x/0ea8438b00b22bfb2f22352ef0b24620acd3beee.jpg
,Neuf,"Grand-Dakar,
                                                                                Dakar",25 000 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-224w/fbc54ea48a08cd989795c1202bd45c83/-/horizon-files-prod/ed/picture/qjnk5ed/7f4df55ef9547cb2c621ce87f86bec307041e088.png
,Neuf,"Grand-Dakar,
                                                                                Dakar",20 000 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-224w/e0a5f368fdc6ca1d5757186e4fde9004/-/horizon-files-prod/ed/picture/qder6850/df6ba2ce050bead1e2366f666eb5c3eeba799fca.png
,Neuf,"Ouakam,
                                                                                Dakar",20 000 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-224w/de1c47b1062f16cbd3820c127e7d0e8f/-/horizon-files-prod/ed/picture/qgq9q858/8680c59a870ee8406296542dc14065c31314de13.jpg
,Neuf,"Liberte 5,
                                                                                Dakar",35 500 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-224w/396edad81c03b4e706b8f5c28a3d8c99/-/horizon-files-prod/ed/picture/q785zn2d/61f3154ba9c1e0f6527bb1640c4ba76ce3d3a00f.jpg
,Neuf,"Guediawaye,
                                                                                Dakar",3 000 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-224w/a7c49dc6ddbfa99f472ec0553489369c/-/horizon-files-prod/ed/picture/q6xkwe4g/d2999fc4fb98c30046df72d5b0d66707a9330cda.jpg
,Neuf,"Grand-Dakar,
                                                                                Dakar",35 000 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-224w/6bc003bf6e501aa01377de9fe359003b/-/horizon-files-prod/ed/picture/qxj2gknq/0be70665dbce4840064546022540ff38f926222e.png
,Neuf,"Sicap Liberté,
                                                                                Dakar",20 000 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-224w/be92b48dcc3617801437a18ccdcc42f3/-/horizon-files-prod/ed/picture/q9mjr9d5/7c4cb26823f96d429e5afcad848d10a5e3d6ad4c.jpg
,Neuf,"Guediawaye,
                                                                                Dakar",5 000 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-224w/10cc78f3d1d3ad4969f3650adc7042bf/-/horizon-files-prod/ed/picture/q9mj5q8w/19935b16f028ea8cfa2866447fcd988fa41b845c.jpg
,Neuf,"Guediawaye,
                                                                                Dakar",8 000 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-224w/9569bb9ce94bc9d452303c64ee25dc38/-/horizon-files-prod/ed/picture/qj4qpe4v/217ff5f7211806686f000034340e26e675ee94cc.jpg
,Neuf,"Sicap Liberté,
                                                                                Dakar",42 000 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-224w/f26e7592190186bb4446328c978ec048/-/horizon-files-prod/ed/picture/qv4www52/66606bef6f0f9cf9361eaa99a8f34bce40dcfbb5.jpg
,Neuf,"Guediawaye,
                                                                                Dakar",3 000 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-224w/37051ad7e1f908528f54dddec200c161/-/horizon-files-prod/ed/picture/q0g7208z/839a77cc428c5cac950f713987f25c86941f7a1d.jpg
,Venant,"Patte d‘oie,
                                                                                Dakar",5 000 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-224w/c78b6f9f02b7c321c21252dae17e6039/-/horizon-files-prod/ed/picture/qvjxkxm/a72390a01a3104a3433ea421ae820d13e1f39edb.jpg
,Neuf,"Parcelles Assainies,
                                                                                Dakar",25 000 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-224w/a8d1e7df9f75a81e28960c4586fa5b63/-/horizon-files-prod/ed/picture/qxjp6w00/b60f9009ae9d66b7b1ac6d1e52c4ddc0af59b443.jpg
,Neuf,"Patte d‘oie,
                                                                                Dakar",13 000 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-224w/211a33c7a78a5a3fb715a690184d735b/-/horizon-files-prod/ed/picture/qx95nx4/77cf369eff95fb52fd779f790b79119180451556.jpg
,Neuf,"Grand-Dakar,
                                                                                Dakar",10 500 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-224w/b92743d121a40d37972536e5ff700745/-/horizon-files-prod/ed/picture/qrzv8deq/50ce807fb94e48a6674416574ac57f4e572e03b6.jpg
,Neuf,"Grand-Dakar,
                                                                                Dakar",50 000 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-224w/f2c2a72fd6f65f564e4a271e0335a6a4/-/horizon-files-prod/ed/picture/qzv2j2nx/eaf12c3ee0d3d6909c7cb3630c3e650014161d54.png
,Neuf,"Hann maristes,
                                                                                Dakar",35 000 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-224w/17f7f2fe5bd89b4ad95202cadab86f89/-/horizon-files-prod/ed/picture/q78789qj/a98783c926c4d60bb289fd6535719932c905eebb.jpg
,Neuf,"Hann maristes,
                                                                                Dakar",145 000 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-224w/38d5e9939f40ff8d1565e9c1db6b03a7/-/horizon-files-prod/ed/picture/q7882g6x/803e090daa884d18af4bf2b0e42d8030458d19e8.jpg
,Neuf,"Plateau,
                                                                                Dakar",1 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-224w/c473994213b122e7b62db1f5804b6dae/-/horizon-files-prod/ed/picture/q0m9qg8/9b9ca0344448abf4df8910e143a411e87fc875e6.jpg
,Neuf,"Castor,
                                                                                Dakar",1 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-224w/a4988c46db3d33f71ee8484ea46e1250/-/horizon-files-prod/ed/picture/qm5pekq2/99a14f6e529cfa3b77e8b35620ef1b5211352828.jpg
,Neuf,"Hann maristes,
                                                                                Dakar",275 000 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-224w/91a64ab939c3bf10ed1d934171f2eb2c/-/horizon-files-prod/ed/picture/qj4j72ng/76be0808adadeaab1bb0f9add69e6b982d45bc5c.jpg
,Neuf,"Hann maristes,
                                                                                Dakar",,https://i.roamcdn.net/hz/ed/listing-thumb-224w/c11a527166592878ad3e4ccebef799cc/-/horizon-files-prod/ed/picture/qwe2p4k0/4d3bc7a05183c4bc54e9c88608044cb69e3ed292.jpg
,Neuf,"Hann maristes,
                                                                                Dakar",149 000 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-224w/28c1829cf5466c36c7c0c4b7d132e7e0/-/horizon-files-prod/ed/picture/q2jj4k4g/7a36863f3d545fd721860a89fdd1ba7ab77e946e.jpg
,Neuf,"Hann maristes,
                                                                                Dakar",,https://i.roamcdn.net/hz/ed/listing-thumb-224w/74bdf47242fd1f265a675fd476db3bb6/-/horizon-files-prod/ed/picture/q448nqe2/72c5c3de1b92b294859bf8c719e2f84931fbb3c8.jpg
,Neuf,"Hann maristes,
                                                                                Dakar",25 000 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-224w/a6066a2c4a6d8b03f5ad77e1eca9861e/-/horizon-files-prod/ed/picture/q0g2n5km/cac23acc07cdfdab72b9f520674a869800fd81df.jpg
,Neuf,"Hann maristes,
                                                                                Dakar",,https://i.roamcdn.net/hz/ed/listing-thumb-224w/02826a3c6cb271576e4b2aeb07a04542/-/horizon-files-prod/ed/picture/qpd6mqkx/49527b6af3a99a502d18d211e369ae9bafe232b6.jpg
,Neuf,"Médina,
                                                                                Dakar",45 000 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-224w/d283cb47ab00a2a62c0ebaf8812f996e/-/horizon-files-prod/ed/picture/q6xk0nd7/f127a7a73c2cc9a16b0a0095ac70b0d4ca1f8d2e.jpg
,Neuf,"Castor,
                                                                                Dakar",19 500 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-224w/412a0b4894e29601cf3d4083c403982e/-/horizon-files-prod/ed/picture/q9m9jqqw/4d36ed52dc756ef65816b11598e489f8fd74ab9a.jpg
,Neuf,"Castor,
                                                                                Dakar",1 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-224w/35a6d04e20d694ce21dc64d833015f61/-/horizon-files-prod/ed/picture/q9m95dx5/00559d67dd15d97b018b3eba419d2393568d6ae0.jpg
,Neuf,"Guediawaye,
                                                                                Dakar",15 000 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-224w/c976853cce18cce00743b485217778b6/-/horizon-files-prod/ed/picture/qzvdmqj6/735a6d63a855876a1195d9fed8fb76fb2940aa66.jpg
,Neuf,"Castor,
                                                                                Dakar",142 500 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-224w/dc396313b1334c901dbabd7e992a0636/-/horizon-files-prod/ed/picture/qwe27k5d/11314103a9d32ba8bf1154b6aeb2f89c7d600b63.jpg
,Neuf,"Plateau,
                                                                                Dakar",38 000 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-224w/173c94a7bcd200d339f51326f560a8d9/-/horizon-files-prod/ed/picture/q785z5g8/238174af039fbaa7b5bf7552df8f07538bdc4752.jpg
,Neuf,"Sicap Liberté,
                                                                                Dakar",20 000 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-224w/eade0d19d295f6d2a0a8034cb3914b7c/-/horizon-files-prod/ed/picture/q6xkj584/698a6bc8ee399dc9068ada65ed8198f5dfb5c017.jpg
,Neuf,"Sicap Liberté,
                                                                                Dakar",20 000 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-224w/e6bc07faaf1bf45e66f8ff4a7a873243/-/horizon-files-prod/ed/picture/q7856g7n/468770911ed0a1b14e81042b4f37a0455a4c6336.jpg
,Neuf,"Grand-Dakar,
                                                                                Dakar",35 000 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-224w/5f26d133f7afa44cdd37198ed63080b5/-/horizon-files-prod/ed/picture/qngx8dgw/15b73f34c5c6b8f2495839f497060caf9945dbea.png
,Neuf,"Patte d‘oie,
                                                                                Dakar",35 000 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-224w/81db412b7398c40f6595f92cbf9176ca/-/horizon-files-prod/ed/picture/qv4e0d28/d1a71acf846b81c70a4088b0e1f5ab7f43f3f94e.jpg
,Neuf,"Dakar,
                                                                                Dakar",12 000 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-224w/f330a6d478965fcc6da4f1349026ccee/-/horizon-files-prod/ed/picture/qzvd5kex/c3bb529bb54f57c0c86fce08c131b1dd2977945e.jpg
,Neuf,"Hann maristes,
                                                                                Dakar",40 000 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-224w/f12b2ec4a9f991f30f9ed61e9f7edc53/-/horizon-files-prod/ed/picture/qen5z5vz/ae78e42be42a9cd5fc4ef2373a2ff11dde06ba20.jpg
,Neuf,"Ngaparou,
                                                                                Thiès",49 999 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-224w/321222622001aa97a996e65656cde0f1/-/horizon-files-prod/ed/picture/qq47vzd7/b510134e8ee001d7dcc8b974fe67806d703363f1.jpg
,D'occasion,"Ngaparou,
                                                                                Thiès",69 999 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-224w/8949c7ae0e3a64c13cfd76043580bd7f/-/horizon-files-prod/ed/picture/q9m9dk80/2f5d0f8a87af3e114287cba9d7224a0d7e8888f4.jpg
,Neuf,"Castor,
                                                                                Dakar",1 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-224w/56eeed05b824c19324b4da171e8d26a6/-/horizon-files-prod/ed/picture/qpd6nm9r/38702dd601fc445ee932797ec7989224294b2d23.jpg
,Neuf,"Ouakam,
                                                                                Dakar",12 000 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-224w/9161da43f9b893d55e8a47f518f26c69/-/horizon-files-prod/ed/picture/qj4r27w5/e29bf1cb5c942cc602c128cb108dbe542bb4181f.png
,Neuf,"Hann maristes,
                                                                                Dakar",50 000 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-224w/5691b6d4927e78976e31f2958fd3840a/-/horizon-files-prod/ed/picture/q0gwnx8x/e24d2ec7fc8ef5fb55e3bc3a0aab952fde1ccd5a.jpg
,Neuf,"Hann maristes,
                                                                                Dakar",145 000 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-224w/5443a27797e70b64ece5b65e9cc4411b/-/horizon-files-prod/ed/picture/qngxwnjz/95651b3c2a65a2d3c63a12a41d5b9bd3726942bb.jpg
,Neuf,"Hann maristes,
                                                                                Dakar",35 000 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-224w/0778594d9b834c4348ac3410e7d436a4/-/horizon-files-prod/ed/picture/qdewk0g8/a0d5050a513d1152dc2b7be5f77621a3bac55ae2.jpg
,Neuf,"Hann maristes,
                                                                                Dakar",,https://i.roamcdn.net/hz/ed/listing-thumb-224w/babbed0ccd155ada62d6ea1f3cc917b9/-/horizon-files-prod/ed/picture/q0gw70m8/0a8ae3f0c4895fbdaed90fa33556b9dc4c53a129.jpg
,Neuf,"Hann maristes,
                                                                                Dakar",80 000 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-224w/3ec84b02fbbdd50e8cfa568efa3c16cc/-/horizon-files-prod/ed/picture/qwee4nrm/394eb326de9289420ea38aefa879994d49049a99.jpg
,Neuf,"Hann maristes,
                                                                                Dakar",25 000 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-224w/f8276eede0b95d3af08e5f8ee8a2a6a2/-/horizon-files-prod/ed/picture/qq44mzj6/aea5d56c330b97ec29cf1c9e6337983e7bab0dca.jpg
,Neuf,"Hann maristes,
                                                                                Dakar",95 000 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-224w/e6681899fafc5650a9a43408930936e8/-/horizon-files-prod/ed/picture/qennje62/ab26fb564b97d61721e56c172d92e9065d8f2e68.jpg
,Neuf,"Hann maristes,
                                                                                Dakar",28 000 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-224w/b0f8886dc5a0a2712902af0325148a28/-/horizon-files-prod/ed/picture/q2jj2zk6/7b00ba2782290a7ae3600665ce426b59d1640075.jpg
,Neuf,"Hann maristes,
                                                                                Dakar",,https://i.roamcdn.net/hz/ed/listing-thumb-224w/97e55fa70af3329e8e3fb1a9a714ed4f/-/horizon-files-prod/ed/picture/q4442jrp/43181e5694d3feeb3da2be2c27e73717dad4257c.jpg
,Neuf,"Hann maristes,
                                                                                Dakar",35 000 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-224w/ffb04d9eaef230bafba0ac124fd4f643/-/horizon-files-prod/ed/picture/qj4j5zqd/e3017e7f0c463cbe08a713d9a53b25df8c0e28a1.jpg
,Neuf,"Hann maristes,
                                                                                Dakar",,https://i.roamcdn.net/hz/ed/listing-thumb-224w/f33b7956b55d7ce4c51f22b7d65d7a47/-/horizon-files-prod/ed/picture/q7876rkx/8f408a0b0d18916ac53fcd4a092b186bbeb288fb.jpg
,Neuf,"Grand-Dakar,
                                                                                Dakar",7 500 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-224w/de417d962641ed6f9ce11fd32d89f85e/-/horizon-files-prod/ed/picture/q2jjdnw6/7c075452a1bac790670fd59d8f65b92de4458b0a.jpg
,Neuf,"Castor,
                                                                                Dakar",39 000 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-224w/fef84a77e52c24a2927394c2bde54d86/-/horizon-files-prod/ed/picture/qv4e4jpx/b2d415de53558826066dd39918c6992e5845efbe.jpg
,Neuf,"Castor,
                                                                                Dakar",8 500 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-224w/697afb4453a1aac60b45a93c4aaa7ac7/-/horizon-files-prod/ed/picture/qxj26ejw/d323729f28d961422bd8aa88cee1a3cd9b763881.jpg
,Neuf,"Castor,
                                                                                Dakar",235 000 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-224w/e572c7ddf512d45ff9fe4f41ef045c4c/-/horizon-files-prod/ed/picture/qwe2ppvp/f45e49d79f7921442a23acf9e7c4781b6bafd0dd.jpg
,Neuf,"Grand-Dakar,
                                                                                Dakar",60 000 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-224w/be4689c67324fb6e438922cf3b628a85/-/horizon-files-prod/ed/picture/qdeej028/04826ca78a32c4a30f92aa6eb545609897dde919.png
,Neuf,"Hann maristes,
                                                                                Dakar",35 000 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-224w/b52626a849c1f1e80cbddf37ed6d9a46/-/horizon-files-prod/ed/picture/q2jr0kne/06383f7faebb32e20d65e26d74e3adffd037beca.jpg
,Neuf,"Hann maristes,
                                                                                Dakar",40 000 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-224w/4d7c5a2bb8cb1871b34755129b333155/-/horizon-files-prod/ed/picture/qpddqvv2/c78a4016f97d5800b86c4f53f2876d51b32b7852.jpg
,Neuf,"Liberte 6,
                                                                                Dakar",25 000 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-224w/d3848b8e355e18b7d78cb3971f497c22/-/horizon-files-prod/ed/picture/qzvdpgnq/9610eba8bac11d9d4297fc781d35800fbb2f957e.jpg
,Neuf,"Hann Bel-Air,
                                                                                Dakar",45 000 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-224w/7cae9186c174f15bb889cf83dd53250d/-/horizon-files-prod/ed/picture/q6xkkwjz/80409286eee1f7253721759bde351f7a0b562a17.jpg
,Neuf,"Grand-Dakar,
                                                                                Dakar",19 000 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-224w/3c8fbf994f8707a8a00dfe37b10ffb40/-/horizon-files-prod/ed/picture/qpdpkjxj/635a1e447b63bfa24f18a5d906a925b8db180458.png
,Neuf,"Hann maristes,
                                                                                Dakar",25 000 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-224w/9345ae1e2dcfb7b1c381982947ee5464/-/horizon-files-prod/ed/picture/q44d20n9/b9c44881b3cac9e92e894190fd211bd7734a4a5e.jpg
,Neuf,"Ouakam,
                                                                                Dakar",12 000 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-224w/bf3a1cb7b4829b31b5879043258d46e8/-/horizon-files-prod/ed/picture/q8v50wr7/2a132d53304b5489cafeeb9465a132833d51402c.jpg
,Neuf,"Grand-Dakar,
                                                                                Dakar",50 000 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-224w/ad90b49d4ecb9215500f90c1295d72bb/-/horizon-files-prod/ed/picture/qjv0n5r/e4a2da62631e76a0050d6f551d03f8cc168db03b.png
,Neuf,"Ouakam,
                                                                                Dakar",15 000 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-224w/6597839931cf90a8eb06359ec7cb29c7/-/horizon-files-prod/ed/picture/qm5r8dkm/0c2c31280fc799a7a1f0b4f47a1eaf2a9ef3c504.jpg
,Neuf,"Sicap Liberté,
                                                                                Dakar",25 000 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-224w/4ddc38472874b6d3a80d5a5e5ef9c8b5/-/horizon-files-prod/ed/picture/qngdez9z/66c079258c9f1a6662f7c8ce12e23fd48fb3fd63.jpg
,Neuf,"Sicap Liberté,
                                                                                Dakar",9 000 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-224w/47b9f6cc45864c83fb1187ec9fd12550/-/horizon-files-prod/ed/picture/qv4p62pg/5127d552a80b588358a8745d9be6fd235ec5baf6.jpg
,Neuf,"Grand-Dakar,
                                                                                Dakar",60 000 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-224w/d0019973034744df51913bc5c2538643/-/horizon-files-prod/ed/picture/qendmvp4/47e36a6fbcc6f2098cb3ddc59a64f86b0f25f0f4.png
,Neuf,"Hann maristes,
                                                                                Dakar",20 000 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-224w/d4e84a5789b3c68829c5de28f4695819/-/horizon-files-prod/ed/picture/q9m8z2q7/02216bcc87a8cb1dd7dadab371c0c7e45e9c64d0.jpg
,Neuf,"Guediawaye,
                                                                                Dakar",3 000 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-224w/96df06219bbbe34ea6472ea7a5610417/-/horizon-files-prod/ed/picture/qq4dxg5j/a9a6adb75a844bd7a1826d14ee0cc461c15c2b09.jpg
,Neuf,"Sicap Liberté,
                                                                                Dakar",15 000 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-224w/907a5b7a27b312b3eaac51a5414bb662/-/horizon-files-prod/ed/picture/qj4jz97v/35006b476a5fe93a1a713d95ae0cfb3a8acd1690.jpg
,Neuf,"Sicap Liberté,
                                                                                Dakar",20 000 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-224w/520f045e9f66c95c7a515abd17102098/-/horizon-files-prod/ed/picture/q9m8kj95/0c845a1b098dc52609de492b18ee34955e36c991.jpg
,D'occasion,"Colobane,
                                                                                Dakar",1 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-224w/a1c57570499bc11a7637303a0c09ea70/-/horizon-files-prod/ed/picture/q0g2pm6d/ee708fcce62a6cf9738ffc376d06570d90a595cc.jpg
,Neuf,"Hann maristes,
                                                                                Dakar",30 000 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-224w/4b526eaeef3c4e819089ef87d04af5a0/-/horizon-files-prod/ed/picture/qenn4prz/b72aaf6fc3a1704f18d59631a4d6432ce5b9029f.jpg
,Neuf,"Hann maristes,
                                                                                Dakar",20 000 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-224w/be7275e58c555b638d207738302ea105/-/horizon-files-prod/ed/picture/qrzz9v7j/78e2768515aae79eb00b8e4a1bc160bad475bb38.jpg
,Neuf,"Grand-Dakar,
                                                                                Dakar",25 000 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-224w/053e592d89a276d3509ecbc47682bd9b/-/horizon-files-prod/ed/picture/qv5d22v/28826204bd1d65e03d64a8e57ae2117ba8f43ef4.png
,Neuf,"Liberte 6,
                                                                                Dakar",20 000 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-224w/1956ad1dc3cabb79d60d803cbe8b820a/-/horizon-files-prod/ed/picture/qnggnx8x/056e83b79ce28deca35d75200e552e728b88304f.jpg
,Neuf,"Patte d‘oie,
                                                                                Dakar",40 000 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-224w/0d05696c15d2108d6d420e77b807432b/-/horizon-files-prod/ed/picture/qrzzm9m9/ba61ba551140387731adbfc21ec243aabde27f1e.jpg
,Neuf,"Liberte 6,
                                                                                Dakar",20 000 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-224w/6c9ccf618a49f39146225e3ff7912633/-/horizon-files-prod/ed/picture/qpddq6rr/4d1c1cc279a874ab1be569b77c1544145733d0f7.jpg
,Neuf,"Liberte 6,
                                                                                Dakar",45 000 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-224w/b491ad5bf072e0bec65ca44df4ed3752/-/horizon-files-prod/ed/picture/q444m5ve/4291db300ddf72bde04a3217e4544fe2e9829da3.jpg
,Neuf,"Patte d‘oie,
                                                                                Dakar",10 000 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-224w/f90734c4b6b105924f23fc98bb883d16/-/horizon-files-prod/ed/picture/qweenxr5/d4bf64c04ad5f63648c9a84d908f24a8c2897e10.jpg
,Neuf,"Grand-Dakar,
                                                                                Dakar",10 000 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-224w/ac0e6ef1d6c142bb1f76b47588bae64a/-/horizon-files-prod/ed/picture/qdzrznr/9a02b67ad2fed90d60c098e64721a0af601ca8c6.jpg
,Neuf,"Liberte 6,
                                                                                Dakar",15 000 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-224w/8f5a836d31ef0843dd7c7d679d33e631/-/horizon-files-prod/ed/picture/qq4q028v/5e1ca271c140bdb20ee8a789722589d3a4dff6d2.jpg
,Neuf,"Liberte 6,
                                                                                Dakar",25 000 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-224w/d828f7404c0b280d135ea8757b5eed52/-/horizon-files-prod/ed/picture/qder8rjw/543132ad43b640a51d82b87b26f73fd7529d7e0e.jpg
,Neuf,"Grand-Dakar,
                                                                                Dakar",50 000 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-224w/b8d6511f593527d4347d239200f302df/-/horizon-files-prod/ed/picture/qd59v22/b7f581fd80760f649c1a2f609504b78082157994.png
,Neuf,"Patte d‘oie,
                                                                                Dakar",5 000 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-224w/d862b919758677e3f2e87f699f6fb5e7/-/horizon-files-prod/ed/picture/qqpe446/7043a3a9368a80bb259ea2dc770327203274adaf.jpg
,Neuf,"Patte d‘oie,
                                                                                Dakar",500 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-224w/3e11bb27e9c288989b211c48c3d33f8b/-/horizon-files-prod/ed/picture/q4wv9mr/db5f3a076ae92e7c8da3331725ab0965e77c0e60.jpg
,Neuf,"Liberte 6,
                                                                                Dakar",20 000 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-224w/8dfa9959c83e7d1cfdf54e60b7f3c5ef/-/horizon-files-prod/ed/picture/q9pqkv7/fc18cbf11f53d1e0d66b38ef978e82bebe227c28.jpg
,Neuf,"Liberte 6,
                                                                                Dakar",25 000 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-224w/87dd3af9724914cbb5999a8f5301cfd5/-/horizon-files-prod/ed/picture/qnrmzxv/04943fb28cfb9973dd77302f0f1e884b0b4b4cd3.jpg
,Neuf,"Liberte 6,
                                                                                Dakar",20 000 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-224w/89c1cc4f0a833f44cb130a632d550229/-/horizon-files-prod/ed/picture/q7nem5m/fbd523bef8fb54f86bf4dc826a276eaa15d8faee.jpg
,Neuf,"Patte d‘oie,
                                                                                Dakar",10 000 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-224w/8c3d03f8bd1d937a7c720ad04a7e34ae/-/horizon-files-prod/ed/picture/qjvg4zr/88b64e0a770e915c4703ce9cdc2104c381323be1.jpg
